"BillType","BillNumber","CurrentStatus","LDOA","IntroDate","ActualBillNumber","BillParty1","BillParty2","BillParty3","GovernorAction","GovernorDateOfAction","PamphletLaw","ChapterLaw","EffectOnStatutes","EffectiveDate","Codification","FirstPrime","SecondPrime","ThirdPrime","Synopsis","EfDateNote","IdenticalBillNumber","LastSessionFullBillNumber","OldBillNumber","ProposedDate","Abstract","ModDate","FNCertified"
"S  ",866,"SSG",1/9/2024 0:00:00,1/9/2024 0:00:00,"S866","R","D",,,,,,,,,"Bucco, Anthony M.","Pou, Nellie ",,"Suspends fines for certain first-time paperwork violations committed by small businesses.",,"A293","S2960 A4409","A2226",12/15/2023 0:00:00,"Small business, first-time paperwork violations-suspends fines",1/18/2024 0:00:00,"N"
"S  ",867,"SMV",1/9/2024 0:00:00,1/9/2024 0:00:00,"S867","R",,,,,,,,,,"Bucco, Anthony M.",,,"Requires certain funds from Main Street Recovery Fund to be used for grants for veteran-owned small businesses.",,"S2742","S3059 A4567",,12/15/2023 0:00:00,"Veteran-owned small business-certain Main Street Recovery Fd be used for grants",1/17/2024 0:00:00,"N"
"S  ",868,"SMV",1/9/2024 0:00:00,1/9/2024 0:00:00,"S868","R","R",,,,,,,,,"Bucco, Anthony M.","Amato, Carmen F.",,"Exempts certain veterans from gross income tax.",,"A2740","S3229 A4565",,12/15/2023 0:00:00,"Veterans, certain-exempts from gross income tax",9/12/2024 0:00:00,"Y"
"S  ",869,"SEG",1/9/2024 0:00:00,1/9/2024 0:00:00,"S869","R",,,,,,,,,,"Bucco, Anthony M.",,,"Establishes annual four-day sales tax holiday after Thanksgiving.",,"A1565","S3381 A4880",,12/15/2023 0:00:00,"Sales tax holiday-establish four-day exemption period after Thanksgiving",1/31/2024 0:00:00,"Y"
"S  ",870,"SHI",1/9/2024 0:00:00,1/9/2024 0:00:00,"S870","R",,,,,,,,,,"Bucco, Anthony M.",,,"Prohibits public institution of higher education from charging tuition to student who is dependent child of veteran who died or is disabled as result of service-related injury.",,"A3214","S3408 A3573","A5829",12/15/2023 0:00:00,"Child of deceased veteran-proh. public instit of higher ed from charging tuition",1/31/2024 0:00:00,"Y"
"S  ",871,"APP",12/12/2024 0:00:00,1/9/2024 0:00:00,"S871 ScaAca (2R)","R","D","D","APP",12/12/2024 0:00:00,2024,97,,12/12/2024 0:00:00,"43:15A-7.6","Bucco, Anthony M.","Sarlo, Paul A.","Lopez, Yvonne ","Establishes eligibility for enrollment in PERS and subsequent retirement benefits for certain county fire instructors under certain conditions.",,"A2286 (1R)","S3432 A4969",,12/15/2023 0:00:00,"County fire instructors-estab. elig. enrollment in PERS & subsequent retire benf",1/22/2025 0:00:00,"Y"
"S  ",872,"SMV",1/9/2024 0:00:00,1/9/2024 0:00:00,"S872","R",,,,,,,,,,"Bucco, Anthony M.",,,"Excludes bonuses for reenlistment or voluntary extension of enlistment in armed forces from gross income.",,"A260","S3433 A120","A142",12/15/2023 0:00:00,"Armed forces-exclude bonuses for reenlistment or vol extension from gross income",10/21/2024 0:00:00,"Y"
"S  ",873,"SCM",1/9/2024 0:00:00,1/9/2024 0:00:00,"S873","R",,,,,,,,,,"Bucco, Anthony M.",,,"Requires EDA administer small business loan program to provide loans to small businesses owned or controlled by certain veterans.",,"A3917","S3434 A131","A154",12/15/2023 0:00:00,"Veteran owned small business-EDA required to administer and provide loans",12/15/2023 0:00:00,"N"
"S  ",874,"SBA",1/9/2024 0:00:00,1/9/2024 0:00:00,"S874","R","D",,,,,,,,,"Bucco, Anthony M.","Sarlo, Paul A.",,"Exempts all transfers made to lineal relatives from the Transfer Inheritance Tax.",,,"S3446 A5111","S78",12/15/2023 0:00:00,"Lineal relatives-exempts all transfers from the Transfer Inheritance Tax",1/31/2024 0:00:00,"Y"
"S  ",875,"SMV",1/9/2024 0:00:00,1/9/2024 0:00:00,"S875","R","D",,,,,,,,,"Bucco, Anthony M.","Cryan, Joseph P.",,"Indexes amount of veterans' income tax exemption for inflation.",,"A3005","S3465 A5138",,12/15/2023 0:00:00,"Veterans' income tax exemption-indexes amount for inflation",1/31/2024 0:00:00,"Y"
"S  ",876,"SBA",5/13/2024 0:00:00,1/9/2024 0:00:00,"S876","R","D",,,,,,,,,"Bucco, Anthony M.","Gopal, Vin ",,"Makes FY2024 supplemental appropriation of $17 million for grants for certain lake management activities for recreation and conservation purposes.",,,"S3477 A5234",,12/15/2023 0:00:00,"Lake management activities, recreation & conservation-make suppl approp;$17M",6/13/2024 0:00:00,"N"
"S  ",877,"SEG",1/9/2024 0:00:00,1/9/2024 0:00:00,"S877","R",,,,,,,,,,"Bucco, Anthony M.",,,"Exempts municipal electric utilities from regulation by BPU.",,"A3393","S3564",,12/15/2023 0:00:00,"Electric utilities, municipal-exempt from regulation by BPU",12/15/2023 0:00:00,"N"
"S  ",878,"SSG",1/9/2024 0:00:00,1/9/2024 0:00:00,"S878","R",,,,,,,,,,"Bucco, Anthony M.",,,"Permits conduct of Queen of Hearts raffle games.",,"A1061","S3641 A5153",,12/15/2023 0:00:00,"Queen of Hearts raffle games-permit",3/17/2025 0:00:00,"N"
"S  ",879,"SJU",1/9/2024 0:00:00,1/9/2024 0:00:00,"S879","R",,,,,,,,,,"Bucco, Anthony M.",,,"Expands definition of victim of domestic violence.",,"A3239","S3669 A5204",,12/15/2023 0:00:00,"Domestic violence, victim-expands definition",1/22/2024 0:00:00,"N"
"S  ",880,"SCU",1/9/2024 0:00:00,1/9/2024 0:00:00,"S880","R",,,,,,,,,,"Bucco, Anthony M.",,,"Clarifies scope of affordable housing obligations.",,"A1278","S3738 A5277","A2592 S1988",12/15/2023 0:00:00,"Affordable housing obligations-clarifies scope",9/12/2024 0:00:00,"N"
"S  ",881,"SCU",1/9/2024 0:00:00,1/9/2024 0:00:00,"S881","R",,,,,,,,,,"Bucco, Anthony M.",,,"Delays fourth round of affordable housing obligations, including present and prospective need and related litigation, until July 1, 2028.",,"A1277","S3739 A5402",,12/15/2023 0:00:00,"Affordable housing-delay 4th round of obligations/ litigation until July 1, 2028",1/17/2024 0:00:00,"N"
"S  ",882,"WAPP",1/9/2024 0:00:00,1/9/2024 0:00:00,"S882","R","D",,,,,,,,,"Bucco, Anthony M.","Sarlo, Paul A.",,"Extends period of usefulness of fire engines for bonding purposes from 10 to 20 years; eliminates exclusion of passenger cars and station wagons.",,"A736","S3807 (1R) A5567",,12/15/2023 0:00:00,"Fire engines-extend period of usefulness for bonding purposes, 10 to 20 years",1/22/2024 0:00:00,"N"
"S  ",883,"STR",1/9/2024 0:00:00,1/9/2024 0:00:00,"S883","R",,,,,,,,,,"Bucco, Anthony M.",,,"Requires NJT to equip trains with defibrillators.",,"A274","S3808 A2845","S621 A2561",12/15/2023 0:00:00,"Defibrillators-NJT required to equip trains",1/31/2024 0:00:00,"Y"
"S  ",884,"SSG",1/9/2024 0:00:00,1/9/2024 0:00:00,"S884","R","R",,,,,,,,,"Bucco, Anthony M.","Corrado, Kristin M.",,"Allows person on police officer or firefighter eligible list who is unable to complete requirements for employment due to certain military service to have name placed on subsequent eligible list.",,"A3285","S4014 A2385","A2679",12/15/2023 0:00:00,"Police & firefighter-unable to complete req due to mil svc, subsequent elig list",1/19/2024 0:00:00,"N"
"S  ",885,"SJU",1/9/2024 0:00:00,1/9/2024 0:00:00,"S885","R",,,,,,,,,,"Bucco, Anthony M.",,,"Establishes protections from abusive and controlling litigation for victims of domestic violence.",,,"S4095",,12/15/2023 0:00:00,"Domestic violence, victims-estab protections, abusive & controlling litigation",1/30/2024 0:00:00,"Y"
"S  ",886,"SCM",1/9/2024 0:00:00,1/9/2024 0:00:00,"S886","R",,,,,,,,,,"Bucco, Anthony M.",,,"Provides for establishment of child support lien against life insurance proceeds; requires insurers perform child support judgment search.",,"A4346  ","S4096",,12/15/2023 0:00:00,"Child support-provide for lien against life insurance proceeds",12/15/2023 0:00:00,"N"
"S  ",887,"SHH",1/9/2024 0:00:00,1/9/2024 0:00:00,"S887","R",,,,,,,,,,"Bucco, Anthony M.",,,"Prohibits reporting medical information of children without consent of parent or legal guardian.",,,"S4099",,12/15/2023 0:00:00,"Medical information of children-proh reporting without consent, parent/guardian",12/15/2023 0:00:00,"N"
"S  ",888,"SHH",1/9/2024 0:00:00,1/9/2024 0:00:00,"S888","R","D",,,,,,,,,"Bucco, Anthony M.","Beach, James ",,"Provides for certain pediatric NJ FamilyCare beneficiaries to maintain private duty nursing hours when transitioning to Managed Long Term Services and Supports; codifies and expands appeals provisions for private duty nursing services.",,"A3588  ","S4179",,12/15/2023 0:00:00,"Managed Long Term Services & Supports-maintain private duty nursing hours",9/12/2024 0:00:00,"Y"
"S  ",889,"SMV",1/9/2024 0:00:00,1/9/2024 0:00:00,"S889","R","D",,,,,,,,,"Corrado, Kristin M.","Pou, Nellie ",,"Establishes grant program for homeless veterans shelters.",,"A1160","S52 A2274","S171 (1R) A5076",12/18/2023 0:00:00,"Veteran, homeless shelters-establish grant program",1/29/2024 0:00:00,"Y"
"S  ",890,"SHH",1/9/2024 0:00:00,1/9/2024 0:00:00,"S890","R","R",,,,,,,,,"Corrado, Kristin M.","Bucco, Anthony M.",,"Establishes ""Task Force on Supportive Technology for Individuals with Developmental Disabilities.""",,"A2399","S53 A3336","S181 A860",12/18/2023 0:00:00,"Supportive Technology for Individuals with Developmental Disabilities Task Force",1/17/2024 0:00:00,"N"
"S  ",891,"SJU",1/9/2024 0:00:00,1/9/2024 0:00:00,"S891","R","D",,,,,,,,,"Corrado, Kristin M.","Greenstein, Linda R.",,"Establishes minimum level of domestic violence and sexual assault training for judges and judicial personnel.",,"A318","S54 A5061","S186",12/18/2023 0:00:00,"Domestic violence & sexual assault-estab minimum level of training for judges",1/30/2024 0:00:00,"Y"
"S  ",892,"SLP",1/9/2024 0:00:00,1/9/2024 0:00:00,"S892","R","R",,,,,,,,,"Corrado, Kristin M.","O'Scanlon, Declan J.",,"Upgrades burglary of a residence to a crime of the second degree; requires mandatory period of parole ineligibility if residence was occupied at time of offense.",,"A3587","S55","S263",12/18/2023 0:00:00,"Burglary of a residence-upgrades crime to second degree; mandatory parole inelig",2/8/2024 0:00:00,"Y"
"S  ",893,"SCU",1/9/2024 0:00:00,1/9/2024 0:00:00,"S893","R",,,,,,,,,,"Corrado, Kristin M.",,,"Establishes ""Commission on Statewide Affordable Housing Obligations"" to determine Statewide need for low and moderate income housing.",,,"S56","S267 A2020",12/18/2023 0:00:00,"Statewide Affordable Housing Obligation Commission-establish",12/18/2023 0:00:00,"N"
"S  ",894,"STR",1/9/2024 0:00:00,1/9/2024 0:00:00,"S894","R","R",,,,,,,,,"Corrado, Kristin M.","Bramnick, Jon M.",,"Requires school buses that transport students with special needs to be equipped with certain safety features.",,"A4416","S57 (1R) A3593","S277 A2027",12/18/2023 0:00:00,"Emma's Law-sch bus transporting students w/special needs equip w/safety features",5/12/2025 0:00:00,"Y"
"S  ",895,"SSG",1/9/2024 0:00:00,1/9/2024 0:00:00,"S895","R",,,,,,,,,,"Corrado, Kristin M.",,,"Deactivates certain committees, councils, panels, and task forces of advisory or temporary nature if entity does not meet or have quorum at least once every year.",,"A301","S59 A4609","S1367 (2R)",12/18/2023 0:00:00,"Auth, bd, comm, council-deactivate if entity has not met at least once every yr",1/18/2024 0:00:00,"N"
"S  ",896,"SHI",1/9/2024 0:00:00,1/9/2024 0:00:00,"S896","R","D",,,,,,,,,"Corrado, Kristin M.","Beach, James ",,"""Mental Health Early Action on Campus Act""; requires institutions of higher education to implement mental health programs and services.",,"A4224","S60","S2402 A3005",12/18/2023 0:00:00,"Mental Health Early Action on Campus Act-implement mental health prog & svcs",5/6/2024 0:00:00,"Y"
"S  ",897,"SHI",1/9/2024 0:00:00,1/9/2024 0:00:00,"S897","R",,,,,,,,,,"Corrado, Kristin M.",,,"Provides that institutions of higher education may permit final-year students in graduate degree programs for mental health care professions to graduate or be matched with residency or clinical programs early.",,"A2837","S61","S2554 A4174",12/18/2023 0:00:00,"Mental health professionals-concerns demand as a result of the COVID-19 pandemic",1/18/2024 0:00:00,"N"
"S  ",898,"SSG",1/9/2024 0:00:00,1/9/2024 0:00:00,"S898","R",,,,,,,,,,"Corrado, Kristin M.",,,"Requires commissioner of registration to move voters with undeliverable mail-in ballots to inactive file; removes such inactive voters from Statewide voter registration system following failure to vote in two consecutive federal general elections.",,"A1056","S62 A1663","S2936 A5099",12/18/2023 0:00:00,"Mail-in ballots-move voter with undeliverable ballot to inactive file",1/25/2024 0:00:00,"N"
"S  ",899,"SSG",1/9/2024 0:00:00,1/9/2024 0:00:00,"S899","R",,,,,,,,,,"Corrado, Kristin M.",,,"Requires AG to create voting fraud task force.",,"A4157","S64 A1664","S3053 A5205",12/18/2023 0:00:00,"Voting fraud task force-require AG create",1/31/2024 0:00:00,"Y"
"S  ",900,"SBA",12/5/2024 0:00:00,1/9/2024 0:00:00,"S900 Scs (SCS)","R","D",,,,,,,,,"Corrado, Kristin M.","Beach, James ",,"Exempts poll workers wages from affecting unemployment compensation.*",,"A3025 (ACS)","S65 A2692","S3054 A4794",12/18/2023 0:00:00,"Unemployment compensation-exempt poll worker wages from affecting",3/3/2025 0:00:00,"Y"
"S  ",901,"SSG",1/9/2024 0:00:00,1/9/2024 0:00:00,"S901","R","D",,,,,,,,,"Corrado, Kristin M.","Gopal, Vin ",,"Requires Secretary of State create website for voters to report irregularities regarding mail-in ballots; establishes ""Vote by Mail Study Commission.""",,"A3196","S66 A361","S3109 A5092",12/18/2023 0:00:00,"Vote by Mail Study Commission-establish, report mail-in ballot irregularities",1/25/2024 0:00:00,"N"
"S  ",902,"SMV",1/9/2024 0:00:00,1/9/2024 0:00:00,"S902","R","D",,,,,,,,,"Corrado, Kristin M.","Pou, Nellie ",,"Establishes Office of Inspector General for Veterans' Facilities.",,"A1293","S67 A319","S3275 A5108",12/18/2023 0:00:00,"Office of Inspector General for Veterans' Facilities-establishes",1/29/2024 0:00:00,"Y"
"S  ",903,"SSG",1/9/2024 0:00:00,1/9/2024 0:00:00,"S903","R",,,,,,,,,,"Corrado, Kristin M.",,,"Requires Secretary of State to establish voter list maintenance and crosscheck program and to include certain voter registration data in annual report to Governor and Legislature.",,"A1508","S68 A776","S3297 A5097",12/18/2023 0:00:00,"Voter list maintenance & crosscheck prog-estab; cert regis data in annual report",1/25/2024 0:00:00,"N"
"S  ",904,"SHH",1/9/2024 0:00:00,1/9/2024 0:00:00,"S904","R","D",,,,,,,,,"Corrado, Kristin M.","Pou, Nellie ",,"Establishes ""Commission on People with Disabilities.""",,"A294","S69 A4479","S3367 A5250",12/18/2023 0:00:00,"Commission on People with Disabilities-establishes",1/18/2024 0:00:00,"N"
"S  ",905,"SHH",1/9/2024 0:00:00,1/9/2024 0:00:00,"S905","R","D",,,,,,,,,"Corrado, Kristin M.","Greenstein, Linda R.",,"Creates ""Disability Life-Sustaining Measures Advisory Council.""",,,"S70","S3368 A5251",12/18/2023 0:00:00,"Disability Life-Sustaining Measures Advisory Council-creates",12/18/2023 0:00:00,"N"
"S  ",906,"STR",1/9/2024 0:00:00,1/9/2024 0:00:00,"S906","R","D",,,,,,,,,"Corrado, Kristin M.","Diegnan, Patrick J.",,"Requires MVC to allow person to indicate special needs with motor vehicle registration.",,,"S71","S3424 A5415",12/18/2023 0:00:00,"Special needs with motor vehicle registration-allow person to indicate",1/31/2024 0:00:00,"Y"
"S  ",907,"SSG",1/9/2024 0:00:00,1/9/2024 0:00:00,"S907","R","D",,,,,,,,,"Corrado, Kristin M.","Beach, James ",,"Provides that disability-owned businesses be included in certain businesses development programs, direct loan programs, and certification processes; requires Chief Diversity Officer compile information on awarding of State contracts to disability-owned businesses.",,"A1956","S72 A1723","S3427 A5299",12/18/2023 0:00:00,"Disability-owned business-concerns designation for certain State programs",9/10/2024 0:00:00,"N"
"S  ",908,"SBA",3/17/2025 0:00:00,1/9/2024 0:00:00,"S908","R","R",,,,,,,,,"Corrado, Kristin M.","Space, Parker ",,"Requires portable anti-choking devices be placed in schools.",,"A177","S73 A3778","S3630 A5524",12/18/2023 0:00:00,"Anti-choking devices, portable-require in schools",3/17/2025 0:00:00,"Y"
"S  ",909,"SSG",1/9/2024 0:00:00,1/9/2024 0:00:00,"S909","R","D",,,,,,,,,"Corrado, Kristin M.","Beach, James ",,"Permits exemption from certain civil service examinations for person with disability.",,,"S74","S3689 A5676",12/18/2023 0:00:00,"Civil service examination-permit exemption for person with disability",12/18/2023 0:00:00,"N"
"S  ",910,"SLP",1/9/2024 0:00:00,1/9/2024 0:00:00,"S910","R","D",,,,,,,,,"Corrado, Kristin M.","Cruz-Perez, Nilsa I.",,"Prioritizes distribution of 9-1-1 System and Emergency Response Trust Fund monies; permits use of funds for certain expenses incurred by counties and municipalities for the provision and maintenance of 9-1-1 emergency services.",,"A2371","S75 A587","S4051 A5962",12/18/2023 0:00:00,"9-1-1 System & Emergency Response Trust Fund-prioritizes distribution of monies",1/17/2024 0:00:00,"N"
"S  ",911,"SLP",1/9/2024 0:00:00,1/9/2024 0:00:00,"S911","R",,,,,,,,,,"Corrado, Kristin M.",,,"Requires revocation of parole for assaulting or threatening law enforcement officers.",,"A3723","S727 A2499","S576 A2809",12/18/2023 0:00:00,"Parole revocation-requires for assaulting or threatening law enforcement officer",1/31/2024 0:00:00,"Y"
"S  ",912,"APP",11/18/2024 0:00:00,1/9/2024 0:00:00,"S912 Sca (1R)","R","D","D","APP",11/18/2024 0:00:00,2024,89,,5/17/2025 0:00:00,"26:18-30 & 26:18-31, Note to 26:2-176 & 26:18-10","Corrado, Kristin M.","Ruiz, M. Teresa","Swain, Lisa ","Establishes requirements concerning provision of postpartum care, pregnancy loss, and stillbirth information and development of personalized postpartum care plans.*",,"A3887 (1R)","S834 A2655","S2461 A3633",12/18/2023 0:00:00,"Postpartum information-establishes requirements and develop care plans",12/2/2024 0:00:00,"N"
"S  ",913,"SHH",1/9/2024 0:00:00,1/9/2024 0:00:00,"S913","R","D",,,,,,,,,"Corrado, Kristin M.","Pou, Nellie ",,"Requires long-term care facilities to submit reports regarding residents with disabilities.",,"A4415","S838 A4541","S3369",12/18/2023 0:00:00,"Long-term care facilities-require to submit reports regarding residents w/disab.",12/18/2023 0:00:00,"N"
"S  ",914,"SHH",1/9/2024 0:00:00,1/9/2024 0:00:00,"S914","R","D",,,,,,,,,"Corrado, Kristin M.","Pou, Nellie ",,"Revises requirements for health insurers to cover telemedicine and telehealth; requires telemedicine and telehealth systems to include accessible communication features for individuals with disabilities.",,,"S846","S3372 A5255 w/c",12/18/2023 0:00:00,"Telemedicine & telehealth-revises requirements for health insurers to cover",12/18/2023 0:00:00,"N"
"S  ",915,"SHH",1/9/2024 0:00:00,1/9/2024 0:00:00,"S915","R",,,,,,,,,,"Corrado, Kristin M.",,,"Authorizes hospital patient with developmental disabilities to have designated family member, guardian, direct support professional, or other caregiver accompany patient throughout hospital stay.",,"A300","S956 A4608","S2761 A4456",12/18/2023 0:00:00,"Hospital patient w/devel. disability-auth designated caregiver accompany patient",1/18/2024 0:00:00,"N"
"S  ",916,"SHH",1/9/2024 0:00:00,1/9/2024 0:00:00,"S916","R","D",,,,,,,,,"Corrado, Kristin M.","Zwicker, Andrew ",,"Requires Director of Division of Developmental Disabilities to align rates for self-directed employees with maximum service provider rates.",,"A1534","S957 A3577","S4087",12/18/2023 0:00:00,"Devel Disab, Division-align rates for self-directed empl w/max svc provider rate",1/30/2024 0:00:00,"Y"
"S  ",917,"SCM",1/9/2024 0:00:00,1/9/2024 0:00:00,"S917","R",,,,,,,,,,"Corrado, Kristin M.",,,"Authorizes purchaser of automobile by private sale to operate automobile for three-day period following purchase without permanent registration or transfer of title.",,"A420","S959 A3181","S3512 (2R) A5800",12/18/2023 0:00:00,"Automobile, private sale-auth. purchaser operate w/out regis or title for 3 days",1/18/2024 0:00:00,"N"
"S  ",918,"SLP",1/9/2024 0:00:00,1/9/2024 0:00:00,"S918","R","D",,,,,,,,,"Corrado, Kristin M.","Beach, James ",,"Authorizes direct shipping by craft distilleries.",,"A1166","S1103 A2497","S977 A3167",12/18/2023 0:00:00,"Craft distilleries-authorizes direct shipping",1/17/2024 0:00:00,"N"
"S  ",919,"STR",1/9/2024 0:00:00,1/9/2024 0:00:00,"S919","R",,,,,,,,,,"Corrado, Kristin M.",,,"Establishes ""New Jersey Transit ADA Task Force.""",,"A2952","S1203 A2846","S2645 (1R) w/c A3821 (1R) w/c",12/18/2023 0:00:00,"Transit ADA Task Force-establishes",11/18/2024 0:00:00,"N"
"S  ",920,"SHH",1/9/2024 0:00:00,1/9/2024 0:00:00,"S920","R",,,,,,,,,,"Corrado, Kristin M.",,,"Establishes minimum Medicaid reimbursement rates for private duty nursing services.",,"A2230","S1449 A1454","A1406 S2191",12/18/2023 0:00:00,"Nursing services-establishes min. Medicaid reimbursement rates for private duty",1/30/2024 0:00:00,"Y"
"S  ",921,"STR",1/9/2024 0:00:00,1/9/2024 0:00:00,"S921","R","D",,,,,,,,,"Corrado, Kristin M.","Diegnan, Patrick J.",,"Permits dismissal of certain motor vehicle violations if defendant corrects issue within allotted time frame and provides acceptable documentation.",,,"S1450",,12/18/2023 0:00:00,"Motor veh violations, cert-permit dismissal, corrects within allotted time frame",1/31/2024 0:00:00,"Y"
"S  ",922,"SJU",1/9/2024 0:00:00,1/9/2024 0:00:00,"S922","R",,,,,,,,,,"Corrado, Kristin M.",,,"Bars individual from serving as county prosecutor in acting capacity for longer than one year, including pending nominee for position.",,,"S1560","S4117",12/18/2023 0:00:00,"Prosecutor, county-bar from serving in acting capacity for longer than 1 year",12/18/2023 0:00:00,"N"
"S  ",923,"SJU",1/9/2024 0:00:00,1/9/2024 0:00:00,"S923","R",,,,,,,,,,"Corrado, Kristin M.",,,"Establishes requirement that county prosecutor reside in county of appointment during term of appointment and until qualified successor is appointed.",,,"S1561","S4118",12/18/2023 0:00:00,"Prosecutor, county-establish residency requirement",12/18/2023 0:00:00,"N"
"S  ",924,"SED",1/9/2024 0:00:00,1/9/2024 0:00:00,"S924","R",,,,,,,,,,"Corrado, Kristin M.",,,"Requires 10 percent of certain federal education relief funds, approximating $26.2 million, be dedicated specifically to students with intellectual and developmental disabilities.",,,"S1562","A5763",12/18/2023 0:00:00,"Education relief funds, fed-req 10% to intellectual/developmental disab students",12/18/2023 0:00:00,"N"
"S  ",925,"SHI",1/9/2024 0:00:00,1/9/2024 0:00:00,"S925","R",,,,,,,,,,"Corrado, Kristin M.",,,"Provides that former law enforcement officers who retired due to disability are eligible to receive tuition assistance to attend public institution of higher education or proprietary institution licensed to confer academic degrees.",,"A263","S1688 A2291","S3058 w/c A2233",12/18/2023 0:00:00,"Law enforcement officer retired due to disability-tuition assistance eligible",1/31/2024 0:00:00,"Y"
"S  ",926,"SCM",1/9/2024 0:00:00,1/9/2024 0:00:00,"S926","R",,,,,,,,,,"Corrado, Kristin M.",,,"Requires health insurers to cover Lyme disease.",,,"S1691 A730","A897",12/18/2023 0:00:00,"Lyme disease-health insurance required to cover",1/30/2024 0:00:00,"Y"
"S  ",927,"SLP",1/9/2024 0:00:00,1/9/2024 0:00:00,"S927","R","R",,,,,,,,,"Corrado, Kristin M.","Bucco, Anthony M.",,"Allows certain volunteer firefighters, rescue and first aid squad members to claim $5,000 income tax deduction.",,"A3832","S1697 A757","A927",12/18/2023 0:00:00,"Vol firefighters, rescue & first aid squad memb-allows $5K income tax deduction",2/22/2024 0:00:00,"Y"
"S  ",928,"SHI",1/9/2024 0:00:00,1/9/2024 0:00:00,"S928","R",,,,,,,,,,"Corrado, Kristin M.",,,"Provides free tuition at public institutions of higher education for surviving spouses and dependent children of military personnel killed in performance of duties.",,"A1026","S1706 A2954","S2163 w/c",12/18/2023 0:00:00,"Mil personnel killed in act of duty-prov free tuition, surviving spouse/children",1/31/2024 0:00:00,"Y"
"S  ",929,"SED",1/9/2024 0:00:00,1/9/2024 0:00:00,"S929","R",,,,,,,,,,"Corrado, Kristin M.",,,"Requires institutions of higher education and government employers to provide certain students and employees with information about Public Service Loan Forgiveness program.",,"A2158","S1734 A3689",,12/18/2023 0:00:00,"Public Svc Loan Forgiveness prog-concerning the provision of information about",1/17/2024 0:00:00,"N"
"S  ",930,"SED",1/9/2024 0:00:00,1/9/2024 0:00:00,"S930","R","D",,,,,,,,,"Corrado, Kristin M.","Beach, James ",,"Requires public schools, and nonpublic schools which receive federal funding, to provide students with information on rights afforded under Title IX, and provide contact information for Title IX coordinator.",,"A1621","S1900 A2066","A3012",12/18/2023 0:00:00,"Title IX-provide students w/information on rights; provide coordinator's number",1/17/2024 0:00:00,"N"
"S  ",931,"SMV",1/9/2024 0:00:00,1/9/2024 0:00:00,"S931","R","D",,,,,,,,,"Corrado, Kristin M.","Cryan, Joseph P.",,"Updates definition of veteran to include discharged LGBTQ veteran; requires DMVA develop review process for such veterans.",,"A4428","S1945","A5082 S2020",12/18/2023 0:00:00,"LGBTQ veterans-concerns benefits, update definition; DMVA develop review process",10/24/2024 0:00:00,"Y"
"S  ",932,"SHH",1/9/2024 0:00:00,1/9/2024 0:00:00,"S932","R",,,,,,,,,,"Corrado, Kristin M.",,,"Establishes Behavioral Mental Health Advisory Board in Division of Mental Health and Addiction Services in DHS.",,"A5496  ","S1965 A1336 w/c","A1319 S1887 w/c",12/18/2023 0:00:00,"Behavioral Mental Health Advisory Board-establish",12/18/2023 0:00:00,"N"
"S  ",933,"STR",1/9/2024 0:00:00,1/9/2024 0:00:00,"S933","R",,,,,,,,,,"Corrado, Kristin M.",,,"Requires DOT, NJT, and DHS to study and implement transportation mobility and accessibility improvements for persons with autism and developmental disabilities.",,"A2248","S1966 A2242","A5334 (1R) S3442 (1R)",12/18/2023 0:00:00,"Trans. mobility improvements for autism & devel disab persons-study & implement",1/17/2024 0:00:00,"N"
"S  ",934,"STR",1/9/2024 0:00:00,1/9/2024 0:00:00,"S934","R",,,,,,,,,,"Corrado, Kristin M.",,,"Authorizes private persons to display American flag on bridges and overpasses that travel over property of NJTA and SJTA; prohibits NJTA and SJTA from removing American flag under certain circumstances.",,,"S1968","S2909 (1R) A4667",12/18/2023 0:00:00,"American flag-auth. private persons display on NJTA/SJTA property; proh. removal",12/18/2023 0:00:00,"N"
"S  ",935,"STR",1/9/2024 0:00:00,1/9/2024 0:00:00,"S935","R",,,,,,,,,,"Corrado, Kristin M.",,,"Requires transportation network company to provide live customer service representative and certain notification to riders.",,"A2655","S2136 A2078","A2977",12/18/2023 0:00:00,"Transportation network company-provide live customer service representative",1/17/2024 0:00:00,"N"
"S  ",936,"SHI",1/9/2024 0:00:00,1/9/2024 0:00:00,"S936","R",,,,,,,,,,"Corrado, Kristin M.",,,"""College Mental Health Services Act""; establishes grant program for public institutions of higher education and requires public institutions of higher education to report certain information concerning mental health treatment and suicides.",,,"S2195 A3713","S1070 (1R) A4929",12/18/2023 0:00:00,"College Mental Health Services Act-grant prog., concerns mental health on campus",1/31/2024 0:00:00,"Y"
"S  ",937,"SLA",1/9/2024 0:00:00,1/9/2024 0:00:00,"S937","R",,,,,,,,,,"Corrado, Kristin M.",,,"Requires DOLWD to process unemployment claims within two weeks of filing.",,"A1254","S2382 A3436",,12/18/2023 0:00:00,"Unemployment claims-requires DOLWD to process within two weeks of filing",1/30/2024 0:00:00,"Y"
"S  ",938,"SMV",1/9/2024 0:00:00,1/9/2024 0:00:00,"S938","R","D",,,,,,,,,"Corrado, Kristin M.","Cryan, Joseph P.",,"Requires DMVA assist discharged service members who have diagnosed service-connected mental health condition with petitions to change discharge designation.",,"A286","S2383 A3879",,12/18/2023 0:00:00,"Service memb, cert-req DMVA assist with petition to change discharge designation",1/18/2024 0:00:00,"N"
