BillType,BillNumber,CurrentStatus,LDOA,IntroDate,ActualBillNumber,BillParty1,BillParty2,BillParty3,GovernorAction,GovernorDateOfAction,PamphletLaw,ChapterLaw,EffectOnStatutes,EffectiveDate,Codification,FirstPrime,SecondPrime,ThirdPrime,Synopsis,EfDateNote,IdenticalBillNumber,LastSessionFullBillNumber,OldBillNumber,ProposedDate,Abstract,ModDate,FNCertified,billuuid
A  ,4201,ATR,2024-05-02,2024-05-02,A4201,D,,,,,,,,,,"Bailey, David",,,Permits historic motor vehicles to be used for pleasure driving one day per week.,,S2823,,,2024-04-15,Historic motor vehicles-permits to be used for pleasure driving one day per week,2024-05-06,N,e966183f-d660-421c-a747-ef8e4e067f32
A  ,4202,ARP,2024-05-02,2024-05-02,A4202,R,,,,,,,,,,"Muñoz, Nancy F.",,,"Prohibits use of ""Nurse"" title by unlicensed person.",,,A2195,A3829,2024-04-15,Nurse-prohibits use of title by an unlicensed person,2025-05-15,N,20cab1ae-1a2a-43cc-89fc-24327d184299
A  ,4203,AJU,2024-05-02,2024-05-02,A4203,R,,,,,,,,,,"Matsikoudis, Michele",,,Requires courts to consider availability of health insurance coverage in awarding alimony.,,,,,2024-04-15,Health insurance-req court consider availability of coverage in awarding alimony,2024-05-07,N,53c5a664-33c1-4915-b1cd-fefbbfade649
A  ,4204,AJU,2024-05-02,2024-05-02,A4204,D,,,,,,,,,,"Bailey, David ",,,Permits marriage or civil union license to be obtained in any municipality in State.,,,,,2024-04-15,Marriage or civil union license-permit to be obtained in any municipality,2024-05-07,N,c572227e-6b36-49ee-a1d6-8e37d26c5711
A  ,4205,ACE,2024-05-02,2024-05-02,A4205,D,,,,,,,,,,"Peterpaul, Luanne M.",,,Permits use of tents and other fixtures for outdoor dining on certain property.,,S1685,S2809 A4389,,2024-04-15,Tents and other fixtures for outdoor dining-permits use on certain property,2024-05-06,N,65968849-33df-492e-83cb-1add22fdce81
A  ,4206,ASL,2024-05-02,2024-05-02,A4206,D,,,,,,,,,,"Schnall, Alexander",,,Changes MVC voter registration procedures.,,S1636 (3R),S4044,,2024-04-15,Voter registration-changes MVC procedures,2025-02-26,Y,99cb1834-3c3a-4d8d-b086-0935d9f28301
A  ,4207,ATU,2024-05-02,2024-05-02,A4207,D,D,,,,,,,,,"McCann Stamato, Barbara","Atkins, Reginald W.",,Requires public utility to charge nonprofit organization residential rate.,,S3161,,,2024-04-15,Nonprofit organization residential rate-requires public utility to charge,2024-05-07,N,86de62da-08b5-442a-8f15-3ac641dc4229
A  ,4208,2RA,2024-12-12,2024-05-02,A4208,D,D,,,,,,,,,"Moen, William F.","Calabrese, Clinton",,Eliminates five-year residency requirement for employees of NJ Racing Commission.,,S4254  ,,,2024-04-15,"Racing Commission, employees-eliminates five-year residency requirement",2024-12-12,N,c1366b7e-76b2-4e34-a18f-1805caabae7b
A  ,4209,AAP,2024-05-16,2024-05-02,A4209,D,D,,,,,,,,,"Moen, William F.","Donlon, Margie ",,Establishes matching grant program in Department of State for local government units hiring storytellers with Revolutionary War expertise for United States Semiquincentennial; makes appropriation.,,,,,2024-04-15,Storytellers w/ Revolutionary War expertise-estab matching grant prog for hiring,2024-09-12,Y,ec4633d3-40ad-4184-948d-d1871c252576
A  ,4210,AMV,2024-05-02,2024-05-02,A4210,D,,,,,,,,,,"Moen, William F.",,,Creates housing purchase matching grant program for members of United States Armed Forces and New Jersey National Guard who have served in certain military operations.,,S2739,S2329 A3685,,2024-04-15,Armed Forces & National Guard-creates housing purchase matching grant program,2025-02-27,Y,94493eba-7e13-43dc-93a2-4d7ac3b50b7b
A  ,4211,APS,2024-05-02,2024-05-02,A4211,D,,,,,,,,,,"Moen, William F.",,,Concerns fire service training.,,,,,2024-04-15,Fire service training-concerns,2024-05-07,N,e51a1d49-84f8-45e6-a405-242de2b34b18
A  ,4212,AMV,2024-05-02,2024-05-02,A4212,D,,,,,,,,,,"Drulis, Mitchelle",,,Permits representative of National Association of County Veteran Service Officers to take leave of absence with pay to attend State or national conventions.,,,,,2024-04-15,State or national conventions-permit to take leave of absence w/ pay to attend,2024-05-07,N,58dfe6ff-6ae7-4625-b89c-2bbf44745143
A  ,4213,AEN,2024-05-02,2024-05-02,A4213,D,D,D,,,,,,,,"Karabinchak, Robert J.","Venezia, Michael ","Hall, Garnet R.",Requires water supply system testing and compliance with secondary drinking water regulations.,,S3122,A5016,,2024-04-15,Water supply-require system testing & compliance with drinking water regulations,2024-06-25,Y,5113df21-4cb7-497f-af25-5082a0a37329
A  ,4214,AST,2024-05-02,2024-05-02,A4214,D,D,,,,,,,,,"Karabinchak, Robert J.","Venezia, Michael ",,"The ""Healthy and Affordable Construction for Tomorrow Act.""",,S3066,,,2024-04-15,Healthy and Affordable Construction for Tommorrow Act-concerns,2024-09-12,Y,a247c836-e94d-4313-a658-c2343498e941
A  ,4215,PA,2025-06-30,2024-05-02,A4215,D,D,D,,,,,,,,"Karabinchak, Robert J.","Tully, Chris ","Miller, Cody D.",Directs BPU to adopt rules and regulations concerning small modular nuclear reactors; authorizes EDA to incentivize construction and operation of such reactors.,,S1187,A4064,,2024-04-15,Nuclear reactors-directs BPU adopt rules & regulations; incentivize construction,2025-07-01,N,0759682e-3cb2-48be-8490-96b86b9e8164
A  ,4216,2RA,2024-06-03,2024-05-02,A4216,D,D,D,,,,,,,,"Karabinchak, Robert J.","Stanley, Sterley S.","Atkins, Reginald W.",Allows for operation of crematories at locations not situated on cemetery grounds or funeral homes properties; provides for issuance of permits for certain crematories.,,S3720  ,,,2024-04-15,Crematories-allows for operation at locations not situated on certain properties,2024-10-17,Y,7309f218-cf75-4236-8a89-e1b9a72f811f
A  ,4217,2RA,2024-06-24,2024-05-02,A4217,D,D,D,,,,,,,,"Karabinchak, Robert J.","Kennedy, James J.","Atkins, Reginald W.","Authorizes EDA to use moneys in ""Global Warming Solutions Fund"" to support projects to refurbish or upgrade existing electricity generation facilities.",,S3798  ,,,2024-04-15,Global Warming Solutions Fund-authorize EDA to use moneys to support projects,2024-10-17,N,144132d1-f030-429c-adc1-a9944678672b
A  ,4218,AED,2024-05-02,2024-05-02,A4218,D,,,,,,,,,,"Reynolds-Jackson, Verlina ",,,Clarifies that teachers and professional support staff employed in charter schools and other public schools must meet the same certification requirements.,,,A1161,A1037,2024-04-15,Charter schools teachers/prof support staff-must meet the same certification req,2025-03-03,N,e0b679e3-23fe-4365-8154-858c8ee3ba9f
A  ,4219,ACW,2024-05-02,2024-05-02,A4219,D,,,,,,,,,,"Reynolds-Jackson, Verlina ",,,Establishes two-generational school readiness and workforce development pilot program for certain low-income households.,,S3306,S2938 A1173,A1068,2024-04-15,"School readiness & workforce devel pilot prog-estab, cert low-income households",2025-03-03,Y,5f50fe65-5a63-49fa-b742-ae8c623b20b7
A  ,4220,SHI,2025-01-14,2024-05-02,A4220 AcsAcaAa (ACS/2R),D,D,D,,,,,,,,"Lampitt, Pamela R.","Miller, Cody D.","Carter, Linda S.",Revises Statewide transfer agreements for transfer of academic credit and reverse credit at participating institutions of higher education; establishes New Jersey Transfer Ombudsperson within Office of Secretary of Higher Education.*,,S3178,,,2024-04-15,Academic credit & reverse credit transfer standards-establish,2025-01-14,Y,ed10b7b7-2393-46ba-828c-83ba32c54509
A  ,4221,ACF,2024-05-02,2024-05-02,A4221,D,D,D,,,,,,,,"Speight, Shanique ","Sumter, Shavonda E.","Quijano, Annette ",Requires DHS to conduct review of reimbursement rates paid by State's child care assistance program to certain child care providers.,,S3165,,,2024-04-15,St's child care assistance prog-req DHS conduct review of reimbursement rates,2024-05-10,Y,dee6fa7f-1e38-44f1-bbf6-019f312b843e
A  ,4222,2RA,2025-03-20,2024-05-02,A4222/4944 AcaAcs (ACS),D,D,D,,,,,,,,"Speight, Shanique ","Swain, Lisa ","Reynolds-Jackson, Verlina ",Requires New Jersey Maternal and Infant Health Innovation Authority to establish public awareness campaign on benefits of doula and midwife services.*,,S3091 (1R),,,2024-04-15,Doulas-requires DHS establish public awareness campaign,2025-06-09,Y,56ff32a8-4806-4242-93d0-369fd3214c0b
A  ,4223,ASL,2024-05-02,2024-05-02,A4223,D,,,,,,,,,,"Sampson, William B.",,,Establishes certification program for zoning officers and land use board administrators.,,S3114,S2407,,2024-04-15,Zoning officers & land use board administrators-establish certification program,2024-05-10,Y,b6da012b-364e-4a15-9168-c78c92ecea6d
A  ,4224,AHI,2024-05-02,2024-05-02,A4224,D,D,R,,,,,,,,"Katz, Andrea ","Bailey, David ","Matsikoudis, Michele ","""Mental Health Early Action on Campus Act""; requires institutions of higher education to implement mental health programs and services.",,S896,S60,,2024-04-15,Mental Health Early Action on Campus Act-implement mental health prog & svcs,2024-09-12,Y,4521ec26-642f-4499-a36b-3908f17cd227
A  ,4225,ACF,2024-05-02,2024-05-02,A4225,D,D,R,,,,,,,,"Katz, Andrea ","Venezia, Michael ","Matsikoudis, Michele ",Requires emergency departments to provide certain information to parents of children experiencing a mental health crisis.,,,,,2024-04-15,"Children, mental health crisis-requires emerg dept prov cert info to parents",2024-09-12,N,b67b6bf2-a44d-4856-82c6-8ed5d854d74d
A  ,4226,SUB,2024-06-28,2024-05-02,A4226 Aca (1R),D,D,,,,,,,,,"Wimberly, Benjie E.","Sumter, Shavonda E.",,Modifies requirements for certain projects under Economic Redevelopment and Growth Grant program.,,S3097,,,2024-04-15,Economic Redevelopment & Growth Grant prog-modifies req for cert projects,2024-07-03,Y,759e833e-d592-4925-9095-b189dda4703e
A  ,4227,ARP,2024-05-02,2024-05-02,A4227,D,D,D,,,,,,,,"Speight, Shanique ","Stanley, Sterley S.","Sampson, William B.",Exempts licensed master plumbers from certain electrical contractor business permit requirements.,,S2148,S3331 A4892,,2024-04-15,"Master plumber, licensed-exempt from cert. electrical contractor bus. permit req",2024-05-10,Y,dde38d3d-cd92-4bc0-8182-7b9771d9092d
A  ,4228,AHE,2024-05-02,2024-05-02,A4228,D,D,,,,,,,,,"Speight, Shanique","Tucker, Cleopatra G.",,Revises eligibility criteria for adult medical day care services.,,S2998,S3228 A4738 1R,,2024-04-15,Adult medical day care services-revises eligibility,2024-05-10,Y,836a4579-7b80-4f39-87b5-0318aec3c329
A  ,4229,SEG,2025-01-14,2024-05-02,A4229 Aca (1R),R,D,R,,,,,,,,"Sauickie, Alex ","Spearman, William W.","Fantasia, Dawn ",Requires NJEDA to establish loan program to assist beginning farmers in financing capital purchases.,,S1881,S3242 A4645 (1R),,2024-04-15,"Farmers, beginning-NJEDA estab loan program to assist in finan capital purchases",2025-01-14,Y,34249095-b491-4e65-a145-290385851089
A  ,4230,AED,2024-05-02,2024-05-02,A4230,R,R,R,,,,,,,,"Sauickie, Alex ","Kanitra, Paul ","Clifton, Robert D.","Amends appropriations act to provide funding for restoration of State school aid reductions for certain school districts; shifts $64,920,000 from certain appropriations for purposes of restoring aid; provides supplemental appropriation of $145,215,047.",,S3076,,,2024-04-15,"State school aid reductions-prov funding for restoration, certain dist;$145.215M",2025-05-05,N,5fec6592-ecb7-4cfb-ab94-466221115092
A  ,4231,ASL,2024-05-02,2024-05-02,A4231,R,,,,,,,,,,"Sauickie, Alex",,,"Requires DCA to establish online, Statewide database of local government unit legal notices.",,S3905,,,2024-04-15,"Local government unit legal notices-req DCA estab online, Statewide database",2024-05-10,Y,6ff476a8-c1f8-4c54-9327-a01e0e82da5a
A  ,4232,AFI,2024-05-02,2024-05-02,A4232,D,,,,,,,,,,"Bagolie, Rosaura",,,Prohibits prior authorization when prescribing certain drugs.,,,,,2024-04-15,Prescribing certain drugs-prohibits prior authorization,2024-05-10,Y,56d5b580-613d-4bc3-978d-b3ce4b48bff2
A  ,4233,AED,2024-05-02,2024-05-02,A4233,R,,,,,,,,,,"Peterson, Erik",,,Requires adoption of school tick remediation policy in public and private schools.,,,,,2024-04-15,Tick remediation policy-require adoption in public and private schools,2024-05-10,Y,c0739b68-369e-4eaf-a9c7-fe8895fa3a70
A  ,4234,ATR,2024-05-02,2024-05-02,A4234,D,,,,,,,,,,"Bagolie, Rosaura",,,Requires sellers and secured parties to deliver certificates of ownership to motor vehicle buyers in timely manner.,,,,,2024-04-15,"Motor vehicle buyer-require sellers deliver cert of ownership, timely manner",2024-05-07,N,a9f9297f-3fcb-477b-9c08-3ef98c0c3349
A  ,4235,ATR,2024-05-02,2024-05-02,A4235,R,,,,,,,,,,"Fantasia, Dawn",,,Establishes motor vehicle registration for street rods and custom motor vehicles.,,S1836,A107,,2024-04-15,Street rods and custom motor vehicles-establish motor vehicle registration,2024-05-10,Y,1607eb58-5257-42d7-819e-88e423ecbe3b
A  ,4236,ASL,2024-05-02,2024-05-02,A4236,R,,,,,,,,,,"Fantasia, Dawn",,,Requires voter who wishes to vote by mail to complete application for mail-in ballot each calendar year; repeals automatic vote-by-mail designation.,,S1877,S2273 A4638,,2024-04-15,Mail-in ballot-complete ballot each year; repeals automatic vote-by-mail desig.,2024-05-10,Y,e1e87aea-9a77-4051-82d7-691aa036fdf6
A  ,4237,ALA,2024-05-02,2024-05-02,A4237,R,,,,,,,,,,"Fantasia, Dawn ",,,Requires certain contractors to verify work authorization of newly hired employees.,,,A142,A166,2024-04-15,"Contractors, cert-verify work authorization of newly hired employees",2025-05-05,N,da48d6b1-44db-46e8-9dca-bc6be1c5b92d
A  ,4238,APS,2024-05-02,2024-05-02,A4238,R,,,,,,,,,,"Fantasia, Dawn",,,Provides that school district may not prohibit active or retired law enforcement officer or registered security officer from carrying firearm in performance of school security duties if authorized under State law to carry.,,S1683,S2784 A150,,2024-04-15,"Security officer, registered-school district may not proh from carrying firearm",2024-05-06,N,87ffac6f-e98b-4334-980f-72c328065b82
A  ,4239,ATR,2024-05-02,2024-05-02,A4239,R,,,,,,,,,,"Fantasia, Dawn",,,"""Motor Vehicle Insurance Verification Act""; requires Motor Vehicle Commission to establish online motor vehicle insurance verification system.",,S3774,A151,A178,2024-04-15,Motor Vehicle Insurance Verification Act-online mv insurance verification system,2024-05-07,N,71e0093d-91ad-4b05-a2b3-5c70474a0894
A  ,4240,AEN,2024-05-02,2024-05-02,A4240,R,,,,,,,,,,"Fantasia, Dawn",,,Allows for exclusion of certain properties from Highlands preservation area.,,S1834,A101,,2024-04-15,Highlands preservation area-allows for exclusion of certain properties,2024-05-07,N,222c1e4c-3b39-4998-b18c-5ecfb86ce54a
A  ,4241,APS,2024-05-02,2024-05-02,A4241,R,,,,,,,,,,"Fantasia, Dawn",,,"Expands ""Body Armor Replacement Fund"" eligibility.",,S2625,S4094 A5010,,2024-04-15,Body Armor Replacement Fund-expands eligibility,2024-05-07,N,2afb27e3-dce6-4eac-a90e-fbfd93c6d88a
A  ,4242,APS,2024-05-02,2024-05-02,A4242,R,R,,,,,,,,,"Fantasia, Dawn ","Barlas, Al ",,"The ""New Jersey Right to Home Defense Law.""",,S1874,S2270 A192,,2024-04-15,"Right to Home Defense Law-justifiable use of force, defending home or residence",2025-01-24,N,8d720a9c-8268-4787-a8bb-1c93946a70b2
A  ,4243,ASL,2024-05-02,2024-05-02,A4243,R,,,,,,,,,,"Fantasia, Dawn",,,Removes prohibition on police presence at ballot drop boxes and polling places.,,S3648,A4452,,2024-04-15,Police presence at ballot drop boxes & polling places-removes prohibition,2024-05-07,N,9656ea58-e68d-4854-9497-22b5990dea56
A  ,4244,AHE,2024-05-02,2024-05-02,A4244,R,,,,,,,,,,"Fantasia, Dawn",,,"Revises distribution of monies from Alcohol Education, Rehabilitation and Enforcement Fund to municipalities.",,S463,S850,,2024-04-15,"Alcohol, Education, Rehabilitation & Enforcement Fund-revises distrib. of monies",2024-05-10,Y,f728fcd7-fb3d-425a-9157-2eb3a1eaf25b
A  ,4245,AOF,2024-05-02,2024-05-02,A4245,R,,,,,,,,,,"Fantasia, Dawn",,,Decreases Alcoholic Beverage Tax rate paid on certain liquors.,,S1840,A116,,2024-04-15,Alcoholic Beverage Tax rate-decrease on certain liquors,2024-05-10,Y,4a73fa68-02b6-4f93-8508-39023ad33c2f
A  ,4246,ACF,2024-05-02,2024-05-02,A4246,R,,,,,,,,,,"Fantasia, Dawn",,,"Requires children's psychiatric facilities to have designated staff members visually supervise patients 24 hours a day, seven days a week.
",,,A4453 S1786 (1R),S437 w/c,2024-04-15,Children's psychiatric facilities-req. desig. staff visually supervise patients,2024-05-10,Y,cdf14aea-4623-4e83-9c61-0f8fa8df5ae5
A  ,4247,AHE,2024-05-02,2024-05-02,A4247,R,,,,,,,,,,"Fantasia, Dawn",,,"Designates month of November as ""Reflex Sympathetic Dystrophy Syndrome Awareness Month"" in NJ.",,S90,S1949 A3641,,2024-04-15,Reflex Sympathetic Dystrophy Syndrome Awareness Month-designates November,2024-05-07,N,b1c2fa2a-a9bd-48fb-93b5-99f4cd6fa36a
A  ,4248,ASL,2025-06-30,2024-05-02,A4248,R,,,,,,,,,,"Fantasia, Dawn ",,,Requires certain documentation as proof of voter identity to vote; updates procedures for challenging voters regarding proof of identity.,,S3651,A113 S1687,A134 S3393,2024-04-15,Voter identity proof-certain documentation required to vote,2025-07-01,Y,179894fc-362c-4387-b4e2-c3b118de49a6
A  ,4249,ACE,2024-05-02,2024-05-02,A4249,R,,,,,,,,,,"Fantasia, Dawn ",,,Provides limited civil liability immunity to farmers hosting agritourism activities.,,S76,S1933 A2631,,2024-04-15,Agritourism activities-prov limited civil liability immunity to farmers hosting,2025-05-22,N,34410806-ef34-4dc1-869b-3df38fdcc8cf
A  ,4250,AHO,2024-05-02,2024-05-02,A4250,R,D,R,,,,,,,,"Fantasia, Dawn ","Sampson, William B.","Inganamort, Michael ",Establishes expedited ejectment proceeding to remove certain unauthorized real property occupants.,,S3093,,,2024-04-15,"Real property occupants, unauth-estab expedited ejectment proceeding to remove",2025-01-17,Y,85a3ae4a-c630-4cb9-804b-538f750fe531
A  ,4251,AED,2024-05-02,2024-05-02,A4251,R,,,,,,,,,,"Fantasia, Dawn ",,,Requires school districts to allow students receiving equivalent instruction elsewhere than at school to participate in school-sponsored extracurricular activities in student's resident district.,,S3279  ,,,2024-04-15,School-sponsored extracurricular activites-concerns certain students,2024-09-12,Y,7ba13c79-a470-471a-b9f1-125fe1197725
A  ,4252,AJU,2024-05-02,2024-05-02,A4252,R,,,,,,,,,,"Inganamort, Michael",,,Limits information required to be provided on marriage or civil union license form.,,,,,2024-04-15,Marriage or civil union license form-limits information required to be provided,2024-05-07,N,79d6b758-b96d-4397-a94e-3a2b6ef9cb91
A  ,4253,ASL,2024-05-02,2024-05-02,A4253,R,R,,,,,,,,,"Auth, Robert ","Inganamort, Michael ",,Extends closing time of polling places by one hour.,,S2984,,,2024-04-15,Polling places-extends closing time by one hour,2024-05-10,Y,8c238fd6-850c-4c84-8d11-fb358b67a938
A  ,4254,2RS,2025-02-10,2024-05-02,A4254 AcaAa (2R),D,D,D,,,,,,,,"Carter, Linda S.","Wimberly, Benjie E.","Reynolds-Jackson, Verlina ",Establishes limits on transcript release restrictions at institutions of higher education and certain proprietary institutions.,,S3280,A1198,A6008,2024-04-15,Transcript release restrictions-establishes limits at instit of higher education,2025-02-10,N,1484b84a-2142-4c70-bcd0-401aafdbabc1
A  ,4255,APS,2024-05-02,2024-05-02,A4255,D,,,,,,,,,,"Rodriguez, Gabriel",,,"Establishes EMT Workforce Development Partnership in DOH, appropriates $1.5 million.",,,,,2024-04-15,EMT Workforce Development Partnership in DOH-establishes;$1.5M,2024-05-10,Y,7a7772f1-2713-4f7d-b6a1-811853a35071
A  ,4256,AOF,2024-05-02,2024-05-02,A4256,R,R,R,,,,,,,,"Myhre, Gregory E.","Rumpf, Brian E.","Kanitra, Paul ",Requires AG to repeal law enforcement directive restricting law enforcement cooperation with federal immigration authorities.,,S3142,,,2024-04-15,Law enforcement directive-repeal restricting co-op w/ fed immigration auth,2025-05-05,N,340098f8-8eae-418f-8070-53adc7e4e075
A  ,4257,ACE,2024-05-02,2024-05-02,A4257,R,D,R,,,,,,,,"Inganamort, Michael ","Bailey, David ","Fantasia, Dawn ",Concerns applicability of sales tax to certain horse-boarding charges in New Jersey.,,,,,2024-04-15,"Horse-boarding charges, certain-concerns applicability of sales tax",2024-06-28,Y,38215eef-4401-40e0-aed4-ec43422f7a8a
A  ,4258,ASL,2024-05-02,2024-05-02,A4258,R,,,,,,,,,,"Inganamort, Michael ",,,Requires eligibility checklist and audit for enrollment in PERS of certain public employees who provide professional services; imposes fine on certifying officer or supervisor for ineligible enrollments.,,S1837,A109,,2024-04-15,PERS-requires eligibility checklist and audit for enrollment,2024-09-12,Y,5eab6767-c1d8-4308-b032-b789474ca62e
A  ,4259,ACE,2024-05-02,2024-05-02,A4259,R,,,,,,,,,,"Inganamort, Michael ",,,Expands scope of New Jersey Regulatory Flexibility Act dealing with economic impact of rules on small businesses.,,,A147,A173,2024-04-15,Regulatory Flexibility Act-expand scope w/ econ impact rules on small businesses,2025-02-10,Y,16f5435c-52a8-4a3b-8947-d9783e8d79c8
A  ,4260,AEN,2024-05-02,2024-05-02,A4260,R,R,R,,,,,,,,"Inganamort, Michael ","Kanitra, Paul ","Peterson, Erik ",Prohibits DEP from requiring certain municipalities to adopt ordinance that controls tree removal and replacement.,,,,,2024-04-15,"Tree removal or replacement-proh requiring cert mun to adopt ordinance, controls",2024-12-11,Y,fc8fbaf3-c92c-48f2-b9e7-e538317133ab
A  ,4261,ALA,2024-05-02,2024-05-02,A4261,R,,,,,,,,,,"Inganamort, Michael ",,,Reduces taxable wage base applied to certain tax contributions.,,S852,S2115 A2060,,2024-04-15,Payroll-reduces taxable wage base applied to certain tax contributions,2024-09-12,Y,b75e452f-df46-40de-913b-94a774688a61
A  ,4262,SBA,2025-05-12,2024-05-02,A4262,D,D,D,,,,,,,,"Hutchison, Dan ","Atkins, Reginald W.","Stanley, Sterley S.",Exempts creditor from paying municipal property registration fee if property is subject to automatic stay under federal Bankruptcy Code.,,S3999,,,2024-04-15,"Property registration fee-exempt from paying, prop subject to automatic stay",2025-05-12,Y,725e361d-f044-46cb-94e6-5a9c2a54e492
A  ,4263,AOF,2024-05-02,2024-05-02,A4263,D,D,D,,,,,,,,"Venezia, Michael ","Sampson, William B.","Hall, Garnet R.","Requires Cannabis Regulatory Commission to monitor prices and to establish price cap on prices, under certain conditions, regarding medical cannabis cultivators, manufacturers, dispensaries, and clinical registrants.",,S2921,,,2024-04-15,Medical cannabis-monitor prices and establish price cap under certain conditions,2024-09-19,Y,322eac82-b0fb-400a-9464-a4ee8d07bdf9
A  ,4264,AED,2024-05-02,2024-05-02,A4264,D,D,,,,,,,,,"Venezia, Michael ","Sampson, William B.",,Establishes student-athlete mental health specialists in school districts and public institutions of higher education; creates student-athlete mental health registry; makes appropriation.,,S974,S3648 A5143,,2024-04-15,Student-athlete mental health specialist-estab in sch dist & instit of higher ed,2025-03-03,Y,7bb889a1-0a5b-4ec7-8961-0f089153062a
A  ,4265,ASL,2024-05-02,2024-05-02,A4265,D,D,D,,,,,,,,"Venezia, Michael ","Marenco, Julio ","Bailey, David ",Authorizes provision of monetary awards to whistleblowers who report State tax law violations committed by employers in construction industry.,,S2951,S3849,,2024-04-15,"Tax law violation-monetary award, report violation by employer in construction",2025-04-14,Y,5a3c8bf2-7950-4aca-b41a-1eaf476d02a5
A  ,4266,AHO,2025-01-16,2024-05-02,A4266 Aca (1R),D,D,D,,,,,,,,"Venezia, Michael ","Carter, Linda S.","Reynolds-Jackson, Verlina ","Provides that only registered design professionals or employees with certified fire escape contractors are authorized to install, service, repair, inspect, and maintain fire escapes.*",,S2948,,,2024-04-15,Fire escape inspections-performed by engineer or certified inspection company,2025-01-17,N,4e21c02c-df68-4857-beb4-e6acbc3bfd34
A  ,4267,AHU,2024-05-02,2024-05-02,A4267,D,D,,,,,,,,,"Venezia, Michael","Morales, Carmen Theresa",,"Establishes civil action for abuse, neglect, exploitation or bullying of minor or adult with disability; provides that bullying of vulnerable adult may constitute grounds for investigation by adult protective services and report to law enforcement.",,S2846,S1519,,2024-04-15,"Disabled persons-estab civil action for abuse, neglect, exploitation, bullying",2024-05-10,Y,a554f0ad-9c9e-418f-90c8-a203f0a36aca
A  ,4268,AHO,2024-05-02,2024-05-02,A4268,D,D,,,,,,,,,"Venezia, Michael","Carter, Linda S.",,Requires landlords to disclose existence of lead service lines and lead water supply plumbing to tenants.,,S2165,S527,,2024-04-15,Lead service lines and lead water supply plumbing-landlord disclose existence,2024-05-07,N,e3d77d92-a1b2-4890-a26c-53fd10e7b209
A  ,4269,AHO,2024-05-02,2024-05-02,A4269,D,D,,,,,,,,,"Venezia, Michael ","Hall, Garnet R.",,Enhances access to certain foreclosure counseling services.,,S2926,,,2024-04-15,"Foreclosure counseling services, certain-enhances access",2024-06-07,Y,4bea1350-0f38-4cf3-b176-63331ecd285b
A  ,4270,ARP,2025-03-17,2024-05-02,A4270,D,D,,,,,,,,,"Reynolds-Jackson, Verlina ","Stanley, Sterley S.",,Permits greater diversity in creation of new health sharing ministries and establishes and exempts certain mandates and reporting requirements.,,S3223,,,2024-04-15,Health sharing ministries-permit greater diversity & exempt cert  reporting req,2025-05-05,N,e03847f8-a58d-4caf-8796-747bd7fc0ee1
A  ,4271,AHE,2024-05-02,2024-05-02,A4271,D,D,D,,,,,,,,"Stanley, Sterley S.","Hutchison, Dan ","Venezia, Michael ",Expands scope of practice of pediatricians and advanced practice nurses with respect to pediatric behavioral and developmental health care.,,,,,2024-04-15,Pediatricians & advanced pratice nurses-expands scope of practice,2024-05-07,N,218bcb51-f704-4259-89db-efda7a6e64a0
A  ,4272,AFI,2024-05-02,2024-05-02,A4272,D,,,,,,,,,,"Simmons, Heather ",,,Establishes Kidney Donor Insurance Fund.,,S810,S1288,,2024-04-15,Kidney Donor Insurance Fund-establishes,2025-03-04,Y,b11ae99a-13ae-464a-aa27-4a1b64ce68c6
A  ,4273,AFI,2024-05-02,2024-05-02,A4273,D,D,,,,,,,,,"Swain, Lisa","Reynolds-Jackson, Verlina",,"Requires Medicaid provide health benefits coverage, and places certain requirements on insurers and State Health Benefits Program regarding existing mandate on health benefits coverage, for certain over-the-counter contraceptives.",,,,,2024-04-15,Over-the-counter contraceptives-requires Medicaid coverage,2024-05-10,Y,6e77a3ec-f453-415a-aae4-efefccf7c4ae
A  ,4274,APS,2024-05-02,2024-05-02,A4274,D,D,,,,,,,,,"Speight, Shanique ","Carter, Linda S.",,Requires youth sports team coaches to undergo cardio-pulmonary resuscitation and other first aid training.,,S3198,,,2024-04-15,Cardio-pulmonary resuscitation& first aid training-req youth coaches undergo,2025-03-05,Y,25480871-7408-40aa-8be7-328d8925cabc
A  ,4275,AAP,2024-10-24,2024-05-02,A4275,D,D,,,,,,,,,"Venezia, Michael ","Reynolds-Jackson, Verlina ",,"Prohibits SHBP, SEHBP, and Medicaid from denying coverage for maintenance medications for chronic conditions for covered persons solely because of change in health benefits plan or pharmacy benefits manager.",,,A4425,S1876 A994,2024-04-15,"Medications, maintenance-prohibits SHBP, SEHBP or Medicaid from denying coverage",2025-03-04,Y,83bbf990-b431-4878-8af1-498ba8c23796
A  ,4276,SHH,2025-05-29,2024-05-02,A4276,D,D,D,,,,,,,,"Venezia, Michael ","Speight, Shanique ","Atkins, Reginald W.",Requires DOH to use Basic Screening Survey to access oral health in children.,,S4038,A5257,,2024-04-15,Basic Screening Survey-require DOH use to access oral health in children,2025-05-29,N,2fa9a104-bcdf-4b29-9fb7-2ef49b6010f4
A  ,4278,AEN,2024-05-02,2024-05-02,A4278,D,,,,,,,,,,"Singh, Balvir ",,,Establishes cap and invest program in DEP to regulate major emitters of greenhouse gases.,,,,,2024-04-15,"Greenhouse gases, major emitters-estab cap & invest prog in DEP to regulate",2025-02-27,Y,c07b3b16-c287-4646-8639-4addfc4aa53f
